Date,Home Team,Away Team
28/11/2019 18:55,Feyenoord,Rangers
28/11/2019 18:55,Young Boys,Porto
28/11/2019 18:55,Ferencváros,Espanyol
28/11/2019 18:55,CSKA Moskva,Ludogorets
28/11/2019 18:55,Olexandriya,Wolfsburg
28/11/2019 18:55,St-Étienne,Gent
28/11/2019 18:55,Wolfsberg,Mönchengladbach
28/11/2019 18:55,Istanbul Basaksehir,Roma
28/11/2019 18:55,Braga,Wolves
28/11/2019 18:55,Besiktas,Slovan Bratislava
28/11/2019 18:55,AZ Alkmaar,Partizan
28/11/2019 21:00,Vitória SC,Standard Liège
28/11/2019 21:00,Dudelange,APOEL
28/11/2019 21:00,Sevilla,Qarabag
28/11/2019 21:00,Lugano,Copenhagen
28/11/2019 21:00,Malmö,Dynamo Kyiv
28/11/2019 21:00,Rosenborg,LASK
28/11/2019 21:00,Sporting CP,PSV
28/11/2019 21:00,Lazio,CFR Cluj
28/11/2019 21:00,Celtic,Rennes
28/11/2019 21:00,Arsenal,Frankfurt
12/12/2019 18:55,APOEL,Sevilla
12/12/2019 18:55,Qarabag,Dudelange
12/12/2019 18:55,Copenhagen,Malmö
12/12/2019 18:55,Dynamo Kyiv,Lugano
12/12/2019 18:55,Basel,Trabzonspor
12/12/2019 18:55,Getafe,Krasnodar
12/12/2019 18:55,LASK,Sporting CP
12/12/2019 18:55,PSV,Rosenborg
12/12/2019 18:55,CFR Cluj,Celtic
12/12/2019 18:55,Rennes,Lazio
12/12/2019 18:55,Standard Liège,Arsenal
12/12/2019 18:55,Frankfurt,Vitória SC
12/12/2019 21:00,Rangers,Young Boys
12/12/2019 21:00,Porto,Feyenoord
12/12/2019 21:00,Espanyol,CSKA Moskva
12/12/2019 21:00,Ludogorets,Ferencváros
12/12/2019 21:00,Wolfsburg,St-Étienne
12/12/2019 21:00,Gent,Olexandriya
12/12/2019 21:00,Mönchengladbach,Istanbul Basaksehir
12/12/2019 21:00,Roma,Wolfsberg
12/12/2019 21:00,Wolves,Besiktas
12/12/2019 21:00,Slovan Bratislava,Braga
12/12/2019 21:00,Man. United,AZ Alkmaar
12/12/2019 21:00,Partizan,Astana
20/02/2020 18:55,Shakhtar Donetsk,Benfica
20/02/2020 18:55,Frankfurt,Salzburg
20/02/2020 18:55,Ludogorets,Internazionale
20/02/2020 18:55,Club Brugge,Man. United
20/02/2020 18:55,CFR Cluj,Sevilla
20/02/2020 18:55,Copenhagen,Celtic
20/02/2020 18:55,Getafe,Ajax
20/02/2020 18:55,Sporting CP,Istanbul Basaksehir
20/02/2020 21:00,Rangers,Braga
20/02/2020 21:00,Roma,Gent
20/02/2020 21:00,Wolfsburg,Malmö
20/02/2020 21:00,AZ Alkmaar,LASK
20/02/2020 21:00,Olympiacos,Arsenal
20/02/2020 21:00,APOEL,Basel
20/02/2020 21:00,Leverkusen,Porto
20/02/2020 21:00,Wolves,Espanyol
26/02/2020 18:00,Braga,Rangers
27/02/2020 18:55,Gent,Roma
27/02/2020 18:55,Malmö,Wolfsburg
27/02/2020 18:55,LASK,AZ Alkmaar
27/02/2020 18:55,Basel,APOEL
27/02/2020 18:55,Porto,Leverkusen
27/02/2020 18:55,Istanbul Basaksehir,Sporting CP
27/02/2020 18:55,Espanyol,Wolves
27/02/2020 21:00,Benfica,Shakhtar Donetsk
27/02/2020 21:00,Internazionale,Ludogorets
27/02/2020 21:00,Man. United,Club Brugge
27/02/2020 21:00,Arsenal,Olympiacos
27/02/2020 21:00,Sevilla,CFR Cluj
27/02/2020 21:00,Celtic,Copenhagen
27/02/2020 21:00,Ajax,Getafe
28/02/2020 18:00,Salzburg,Frankfurt
12/03/2020 18:55,LASK,Man. United
12/03/2020 18:55,Frankfurt,Basel
12/03/2020 18:55,Sevilla,Roma
12/03/2020 18:55,Istanbul Basaksehir,Copenhagen
12/03/2020 21:00,Internazionale,Getafe
12/03/2020 21:00,Wolfsburg,Shakhtar Donetsk
12/03/2020 21:00,Rangers,Leverkusen
12/03/2020 21:00,Olympiacos,Wolves
05/08/2020 18:55,Shakhtar Donetsk,Wolfsburg
05/08/2020 18:55,Copenhagen,Istanbul Basaksehir
05/08/2020 21:00,Internazionale,Getafe
05/08/2020 21:00,Man. United,LASK
06/08/2020 18:55,Leverkusen,Rangers
06/08/2020 18:55,Sevilla,Roma
06/08/2020 21:00,Wolves,Olympiacos
06/08/2020 21:00,Basel,Frankfurt
10/08/2020 21:00,Internazionale,Leverkusen
10/08/2020 21:00,Man. United,Copenhagen
11/08/2020 21:00,Wolves,Sevilla
11/08/2020 21:00,Shakhtar Donetsk,Basel
16/08/2020 21:00,Sevilla,Man. United
17/08/2020 21:00,Internazionale,Shakhtar Donetsk
21/08/2020 21:00,Sevilla,Internazionale
